Country,Inc_pw_us,TFP_K06_US,Measure,Year
United Kingdom,0.671,0.751,LF,1985
United Kingdom,0.678,0.763,LF,1986
United Kingdom,0.686,0.774,LF,1987
United Kingdom,0.699,0.787,LF,1988
United Kingdom,0.693,0.779,LF,1989
United Kingdom,0.688,0.773,LF,1990
United Kingdom,0.693,0.776,LF,1991
United Kingdom,0.682,0.762,LF,1992
United Kingdom,0.689,0.77,LF,1993
United Kingdom,0.699,0.782,LF,1994
United Kingdom,0.708,0.794,LF,1995
United Kingdom,0.709,0.797,LF,1996
United Kingdom,0.709,0.799,LF,1997
United Kingdom,0.709,0.8,LF,1998
United Kingdom,0.7,0.793,LF,1999
United Kingdom,0.692,0.787,LF,2000
United Republic of Tanzan,0.022,0.075,LF,1961
United Republic of Tanzan,0.022,0.074,LF,1962
United Republic of Tanzan,0.022,0.073,LF,1963
United Republic of Tanzan,0.026,0.086,LF,1964
United Republic of Tanzan,0.025,0.082,LF,1965
United Republic of Tanzan,0.025,0.081,LF,1966
United Republic of Tanzan,0.027,0.084,LF,1967
United Republic of Tanzan,0.027,0.082,LF,1968
United Republic of Tanzan,0.026,0.079,LF,1969
United Republic of Tanzan,0.028,0.081,LF,1970
United Republic of Tanzan,0.028,0.08,LF,1971
United Republic of Tanzan,0.027,0.075,LF,1972
United Republic of Tanzan,0.027,0.076,LF,1973
United Republic of Tanzan,0.027,0.075,LF,1974
United Republic of Tanzan,0.028,0.077,LF,1975
United Republic of Tanzan,0.029,0.081,LF,1976
United Republic of Tanzan,0.028,0.077,LF,1977
United Republic of Tanzan,0.027,0.075,LF,1978
United Republic of Tanzan,0.028,0.077,LF,1979
United Republic of Tanzan,0.027,0.074,LF,1980
United Republic of Tanzan,0.026,0.073,LF,1981
United Republic of Tanzan,0.028,0.076,LF,1982
United Republic of Tanzan,0.024,0.067,LF,1983
United Republic of Tanzan,0.025,0.071,LF,1984
United Republic of Tanzan,0.026,0.073,LF,1985
United Republic of Tanzan,0.026,0.074,LF,1986
United Republic of Tanzan,0.029,0.083,LF,1987
United Republic of Tanzan,0.018,0.053,LF,1988
United Republic of Tanzan,0.018,0.055,LF,1989
United Republic of Tanzan,0.018,0.056,LF,1990
United Republic of Tanzan,0.018,0.059,LF,1991
United Republic of Tanzan,0.016,0.052,LF,1992
United Republic of Tanzan,0.017,0.058,LF,1993
United Republic of Tanzan,0.017,0.057,LF,1994
United Republic of Tanzan,0.016,0.058,LF,1995
United Republic of Tanzan,0.016,0.059,LF,1996
United Republic of Tanzan,0.014,0.053,LF,1997
United Republic of Tanzan,0.015,0.058,LF,1998
United Republic of Tanzan,0.015,0.059,LF,1999
United Republic of Tanzan,0.015,0.06,LF,2000
United States,1,1,LF,1961
United States,1,1,LF,1962
United States,1,1,LF,1963
United States,1,1,LF,1964
United States,1,1,LF,1965
United States,1,1,LF,1966
United States,1,1,LF,1967
United States,1,1,LF,1968
United States,1,1,LF,1969
United States,1,1,LF,1970
United States,1,1,LF,1971
United States,1,1,LF,1972
United States,1,1,LF,1973
United States,1,1,LF,1974
United States,1,1,LF,1975
United States,1,1,LF,1976
United States,1,1,LF,1977
United States,1,1,LF,1978
United States,1,1,LF,1979
United States,1,1,LF,1980
United States,1,1,LF,1981
United States,1,1,LF,1982
United States,1,1,LF,1983
United States,1,1,LF,1984
United States,1,1,LF,1985
United States,1,1,LF,1986
United States,1,1,LF,1987
United States,1,1,LF,1988
United States,1,1,LF,1989
United States,1,1,LF,1990
United States,1,1,LF,1991
United States,1,1,LF,1992
United States,1,1,LF,1993
United States,1,1,LF,1994
United States,1,1,LF,1995
United States,1,1,LF,1996
United States,1,1,LF,1997
United States,1,1,LF,1998
United States,1,1,LF,1999
United States,1,1,LF,2000
Uruguay,0.421,0.556,LF,1961
Uruguay,0.4,0.533,LF,1962
Uruguay,0.378,0.508,LF,1963
Uruguay,0.37,0.506,LF,1964
Uruguay,0.344,0.481,LF,1965
Uruguay,0.341,0.487,LF,1966
Uruguay,0.33,0.477,LF,1967
Uruguay,0.32,0.471,LF,1968
Uruguay,0.334,0.497,LF,1969
Uruguay,0.353,0.525,LF,1970
Uruguay,0.348,0.517,LF,1971
Uruguay,0.326,0.488,LF,1972
Uruguay,0.321,0.486,LF,1973
Uruguay,0.334,0.509,LF,1974
Uruguay,0.365,0.553,LF,1975
Uruguay,0.36,0.542,LF,1976
Uruguay,0.351,0.525,LF,1977
Uruguay,0.358,0.531,LF,1978
Uruguay,0.381,0.558,LF,1979
Uruguay,0.408,0.589,LF,1980
Uruguay,0.408,0.586,LF,1981
Uruguay,0.384,0.55,LF,1982
Uruguay,0.326,0.471,LF,1983
Uruguay,0.295,0.436,LF,1984
Uruguay,0.29,0.436,LF,1985
Uruguay,0.311,0.475,LF,1986
Uruguay,0.33,0.511,LF,1987
Uruguay,0.316,0.495,LF,1988
Uruguay,0.308,0.491,LF,1989
Uruguay,0.303,0.491,LF,1990
Uruguay,0.323,0.523,LF,1991
Uruguay,0.344,0.558,LF,1992
Uruguay,0.352,0.571,LF,1993
Uruguay,0.363,0.589,LF,1994
Uruguay,0.351,0.57,LF,1995
Uruguay,0.363,0.591,LF,1996
Uruguay,0.367,0.6,LF,1997
Uruguay,0.371,0.61,LF,1998
Uruguay,0.348,0.577,LF,1999
Uruguay,0.328,0.551,LF,2000
Venezuela,0.861,0.823,LF,1961
Venezuela,0.902,0.876,LF,1962
Venezuela,0.916,0.905,LF,1963
Venezuela,0.945,0.94,LF,1964
Venezuela,0.922,0.928,LF,1965
Venezuela,0.852,0.874,LF,1966
Venezuela,0.869,0.903,LF,1967
Venezuela,0.858,0.896,LF,1968
Venezuela,0.862,0.906,LF,1969
Venezuela,0.921,0.96,LF,1970
Venezuela,0.816,0.859,LF,1971
Venezuela,0.739,0.788,LF,1972
Venezuela,0.676,0.733,LF,1973
Venezuela,0.638,0.703,LF,1974
Venezuela,0.65,0.715,LF,1975
Venezuela,0.631,0.693,LF,1976
Venezuela,0.608,0.665,LF,1977
Venezuela,0.575,0.632,LF,1978
Venezuela,0.56,0.624,LF,1979
Venezuela,0.528,0.598,LF,1980
Venezuela,0.5,0.577,LF,1981
Venezuela,0.491,0.572,LF,1982
Venezuela,0.465,0.556,LF,1983
Venezuela,0.415,0.509,LF,1984
Venezuela,0.396,0.496,LF,1985
Venezuela,0.399,0.511,LF,1986
Venezuela,0.388,0.507,LF,1987
Venezuela,0.382,0.506,LF,1988
Venezuela,0.339,0.463,LF,1989
Venezuela,0.346,0.487,LF,1990
Venezuela,0.371,0.528,LF,1991
Venezuela,0.369,0.527,LF,1992
Venezuela,0.356,0.516,LF,1993
Venezuela,0.332,0.492,LF,1994
Venezuela,0.325,0.489,LF,1995
Venezuela,0.307,0.471,LF,1996
Venezuela,0.3,0.467,LF,1997
Venezuela,0.282,0.446,LF,1998
Venezuela,0.254,0.41,LF,1999
Venezuela,0.243,0.401,LF,2000
Zambia,0.088,0.153,LF,1961
Zambia,0.079,0.139,LF,1962
Zambia,0.085,0.153,LF,1963
Zambia,0.098,0.182,LF,1964
Zambia,0.09,0.168,LF,1965
Zambia,0.079,0.149,LF,1966
Zambia,0.083,0.155,LF,1967
Zambia,0.079,0.147,LF,1968
Zambia,0.076,0.144,LF,1969
Zambia,0.077,0.143,LF,1970
Zambia,0.076,0.14,LF,1971
Zambia,0.079,0.143,LF,1972
Zambia,0.074,0.135,LF,1973
Zambia,0.077,0.141,LF,1974
Zambia,0.078,0.141,LF,1975
Zambia,0.081,0.149,LF,1976
Zambia,0.073,0.136,LF,1977
Zambia,0.069,0.133,LF,1978
Zambia,0.065,0.129,LF,1979
Zambia,0.067,0.136,LF,1980
Zambia,0.07,0.146,LF,1981
Zambia,0.069,0.147,LF,1982
Zambia,0.062,0.137,LF,1983
Zambia,0.057,0.13,LF,1984
Zambia,0.055,0.129,LF,1985
Zambia,0.052,0.127,LF,1986
Zambia,0.05,0.124,LF,1987
Zambia,0.049,0.127,LF,1988
Zambia,0.047,0.126,LF,1989
Zambia,0.046,0.127,LF,1990
Zambia,0.048,0.136,LF,1991
Zambia,0.045,0.128,LF,1992
Zambia,0.042,0.122,LF,1993
Zambia,0.038,0.113,LF,1994
Zambia,0.036,0.109,LF,1995
Zambia,0.036,0.111,LF,1996
Zambia,0.036,0.114,LF,1997
Zambia,0.035,0.112,LF,1998
Zambia,0.034,0.112,LF,1999
Zambia,0.033,0.111,LF,2000
Zimbabwe,0.072,0.106,LF,1961
Zimbabwe,0.066,0.099,LF,1962
Zimbabwe,0.064,0.099,LF,1963
Zimbabwe,0.065,0.104,LF,1964
Zimbabwe,0.069,0.112,LF,1965
Zimbabwe,0.074,0.123,LF,1966
Zimbabwe,0.075,0.126,LF,1967
Zimbabwe,0.065,0.11,LF,1968
Zimbabwe,0.08,0.136,LF,1969
Zimbabwe,0.097,0.165,LF,1970
Zimbabwe,0.099,0.168,LF,1971
Zimbabwe,0.107,0.18,LF,1972
Zimbabwe,0.097,0.164,LF,1973
Zimbabwe,0.1,0.165,LF,1974
Zimbabwe,0.112,0.182,LF,1975
Zimbabwe,0.116,0.19,LF,1976
Zimbabwe,0.103,0.171,LF,1977
Zimbabwe,0.096,0.163,LF,1978
Zimbabwe,0.095,0.166,LF,1979
Zimbabwe,0.108,0.194,LF,1980
Zimbabwe,0.118,0.217,LF,1981
Zimbabwe,0.124,0.232,LF,1982
Zimbabwe,0.121,0.229,LF,1983
Zimbabwe,0.108,0.21,LF,1984
Zimbabwe,0.111,0.22,LF,1985
Zimbabwe,0.109,0.219,LF,1986
Zimbabwe,0.106,0.217,LF,1987
Zimbabwe,0.106,0.221,LF,1988
Zimbabwe,0.108,0.229,LF,1989
Zimbabwe,0.112,0.239,LF,1990
Zimbabwe,0.117,0.252,LF,1991
Zimbabwe,0.102,0.22,LF,1992
Zimbabwe,0.099,0.216,LF,1993
Zimbabwe,0.1,0.218,LF,1994
Zimbabwe,0.097,0.215,LF,1995
Zimbabwe,0.103,0.231,LF,1996
Zimbabwe,0.094,0.217,LF,1997
Zimbabwe,0.092,0.217,LF,1998
Zimbabwe,0.087,0.21,LF,1999
Zimbabwe,0.079,0.196,LF,2000
