TIME,GEO,NA_ITEM,SECTOR,UNIT,Value
2009Q2,Malta,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),66
2009Q2,Netherlands,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),56.8
2009Q2,Austria,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),74.7
2009Q2,Poland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),48.3
2009Q2,Portugal,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),80.1
2009Q2,Romania,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),16.9
2009Q2,Slovenia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),29.9
2009Q2,Slovakia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),33.3
2009Q2,Finland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),33.7
2009Q2,Sweden,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),37.3
2009Q2,United Kingdom,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),56.8
2009Q2,Iceland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP), 
2009Q2,Norway,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),42.2
2009Q3,European Union (28 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),70.9
2009Q3,European Union (27 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),70.9
2009Q3,European Union (25 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),71.6
2009Q3,Euro area (19 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),77.3
2009Q3,Euro area (18 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),77.4
2009Q3,Euro area (17 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),77.5
2009Q3,Euro area (16 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),77.7
2009Q3,Belgium,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),101.7
2009Q3,Bulgaria,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),13.1
2009Q3,Czech Republic,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),33.2
2009Q3,Denmark,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),39.6
2009Q3,Germany (until 1990 former territory of the FRG),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),71.9
2009Q3,Estonia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),6.1
2009Q3,Ireland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),59.1
2009Q3,Greece,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),124.9
2009Q3,Spain,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),49
2009Q3,France,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),77.4
2009Q3,Croatia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),46.2
2009Q3,Italy,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),113.6
2009Q3,Cyprus,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),62.8
2009Q3,Latvia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),32.8
2009Q3,Lithuania,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),24
2009Q3,Luxembourg,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),15.9
2009Q3,Hungary,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),77.9
2009Q3,Malta,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),66.9
2009Q3,Netherlands,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),57.3
2009Q3,Austria,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),73.8
2009Q3,Poland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),49.5
2009Q3,Portugal,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),80.1
2009Q3,Romania,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),21
2009Q3,Slovenia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),34.4
2009Q3,Slovakia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),35.7
2009Q3,Finland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),38
2009Q3,Sweden,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),38.6
2009Q3,United Kingdom,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),60.7
2009Q3,Iceland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP), 
2009Q3,Norway,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),44.2
2009Q4,European Union (28 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),72.8
2009Q4,European Union (27 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),72.9
2009Q4,European Union (25 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),73.6
2009Q4,Euro area (19 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),78.4
2009Q4,Euro area (18 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),78.5
2009Q4,Euro area (17 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),78.6
2009Q4,Euro area (16 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),78.7
2009Q4,Belgium,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),99.5
2009Q4,Bulgaria,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),13.7
2009Q4,Czech Republic,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),34.1
2009Q4,Denmark,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),40.2
2009Q4,Germany (until 1990 former territory of the FRG),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),72.6
2009Q4,Estonia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),7
2009Q4,Ireland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),61.7
2009Q4,Greece,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),126.7
2009Q4,Spain,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),52.7
2009Q4,France,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),78.9
